Date,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,ME1 OP5,ME1 OP6,ME1 OP7,ME1 OP8,ME1 OP9,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME2 OP6,ME2 OP7,ME2 OP8,ME2 OP9,ME2 OP10,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME3 OP6,ME3 OP7,ME3 OP8,ME3 OP9,ME3 OP10,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,ME4 OP6,ME4 OP7,ME4 OP8,ME4 OP9,ME4 OP10,ME5 OP1,ME5 OP2,ME5 OP3,ME5 OP4,ME5 OP5,ME5 OP6,ME5 OP7,ME5 OP8,ME5 OP9,ME5 OP10,ME6 OP1,ME6 OP2,ME6 OP3,ME6 OP4,ME6 OP5,ME6 OP6,ME6 OP7,ME6 OP8,ME6 OP9,ME6 OP10,ME7 OP1,ME7 OP2,ME7 OP3,ME7 OP4,ME7 OP5,ME7 OP6,ME7 OP7,ME7 OP8,ME7 OP9,ME7 OP10,ME8 OP1,ME8 OP2,ME8 OP3,ME8 OP4,ME8 OP5,ME8 OP6,ME8 OP7,ME8 OP8,ME8 OP9,ME8 OP10,ME9 OP1,ME9 OP2,ME9 OP3,ME9 OP4,ME9 OP5,ME9 OP6,ME9 OP7,ME9 OP8,ME9 OP9,ME9 OP10,BIG LoOP,ME10 OP2,ME10 OP3,ME10 OP4,ME10 OP5,ME10 OP6,ME10 OP7,ME10 OP8,ME10 OP9,BIG HiOP
199404,-3.5941,-1.9166,-2.5858,-0.9959,1.347,-2.2796,-0.7862,0.3298,-0.2742,-0.4929,-4.8173,-1.4905,-0.447,2.1268,-2.2239,-1.6527,-0.37,-0.807,-0.0242,2.4773,-2.7375,2.9565,1.6067,2.8999,1.8911,0.5807,0.8668,-1.5677,-0.3867,-4.5038,2.0398,0.8869,2.7821,-1.5916,1.3463,1.8325,-0.1168,-2.5372,0.4631,2.9847,-7.4613,1.0046,1.6116,0.7583,1.593,0.1103,1.4087,-0.0104,0.3867,2.6031,-1.3284,0.1387,1.8631,0.3841,0.8064,4.1306,0.1091,-1.1238,-1.2899,-0.7994,-8.6588,1.2661,1.1471,2.1822,0.032,-1.0787,1.9408,0.3733,2.644,1.956,-2.6446,-1.7094,3.0028,2.0228,2.065,0.0822,0.4174,2.4416,3.009,-3.9507,-0.9357,0.3128,1.183,1.0053,1.0449,1.0848,-1.8834,0.0605,1.9406,0.9608,-1.3944,4.292,0.1063,4.376,0.2385,1.0779,1.1612,-0.443,1.841,3.1122
199405,-0.4971,-0.4988,-0.1461,-2.1936,-0.8955,-2.2573,1.6973,-1.7717,-2.5829,-3.3413,-2.985,-2.8695,-1.9627,-3.1723,-2.1474,0.5786,1.4369,-3.4048,-2.5505,-0.9156,-3.9982,2.3919,-3.7572,-0.8487,-1.0036,-2.3935,0.1905,1.8151,-2.9076,-2.1128,-0.3552,-0.1048,-1.1085,-2.2698,-1.7669,-1.9595,-4.8639,0.6054,-2.8048,-2.1831,-1.7717,-1.6923,-3.3047,-2.1381,-3.824,0.5522,-1.4823,-1.1928,0.747,-3.3448,-1.5604,0.2135,-8.1934,1.4334,-1.5529,-0.6969,0.248,-2.5392,0.4083,0.3533,-9.4849,-2.4987,-1.0888,-5.211,-0.992,-3.672,-2.5509,0.7638,1.8118,-2.8298,-0.346,-2.6415,-1.2699,-1.8037,-2.0345,-2.4407,1.4875,-0.7578,3.8344,3.4773,4.9232,-1.7559,-0.828,-0.4789,-0.3084,-2.1557,2.2265,4.1323,0.8242,-0.2799,1.2041,3.0621,1.0429,2.8256,-2.5767,1.5539,1.7905,1.7514,4.3141,1.018
199406,-6.225,-2.4545,-1.7112,-0.7605,-2.5338,-0.4315,-2.7555,-3.4718,0.3909,-4.5267,-5.7817,-6.4712,-4.3426,-5.3626,-4.0467,-2.7364,-3.6016,-8.0838,-3.5369,-5.3133,-8.6855,-4.0157,-3.5866,-1.2744,-1.1266,-4.3361,-3.8982,-0.9323,-0.8562,-3.3755,-4.5179,-0.2241,-4.3068,-1.0107,-3.5398,-4.175,-2.0733,-4.0888,-0.9725,-4.4893,-5.4967,-5.2227,-3.9416,-4.3345,-4.4653,-1.5452,-0.9917,-0.2922,-3.5589,-2.756,-0.4374,-1.0753,-0.4733,-1.0349,-1.9517,1.0375,-2.4347,-5.4152,-3.1983,-2.0649,-2.4026,-4.9486,-2.5734,-1.0721,-1.7594,-0.6938,-4.9074,-3.4334,-5.1692,-4.2667,-6.773,-1.0067,-2.0777,2.3152,-5.4611,-3.0752,-2.7163,-4.894,-6.1663,-4.3874,1.861,-0.7598,-1.2957,-3.0062,-2.6838,-3.2409,-2.8612,-4.3834,-3.3774,-4.9422,-3.3984,-4.7254,-4.7723,-4.501,-3.6043,-2.2436,-0.7625,-1.897,-3.2911,-1.5838
199407,-0.0458,1.3731,0.646,-0.3079,1.7423,0.7007,0.8144,0.6861,1.0623,0.9551,-0.8256,0.5986,1.8862,-0.0235,0.6989,0.7097,0.2473,1.0768,-1.2696,2.0776,2.2363,1.8973,2.0667,0.4458,2.0417,1.14,2.2272,3.5915,4.8514,4.9515,5.4799,1.0096,3.1178,2.0934,0.0968,3.0466,2.23,-1.4693,0.3472,2.8576,2.8083,-0.0697,3.8435,0.3477,2.1186,1.1766,-0.0727,4.0496,2.7622,1.8478,5.0648,4.0008,2.3661,6.1322,5.0839,2.0672,2.7968,3.593,2.8333,1.7838,9.3105,6.861,1.7236,3.3203,-0.3547,2.1157,4.9689,2.8679,6.5656,0.4127,5.395,9.2341,4.4065,4.089,5.1617,3.0126,-0.4043,2.0127,2.3829,1.6102,0.2144,3.9894,-0.5114,3.3571,1.9956,5.3352,3.8722,2.8549,3.1501,3.2123,2.6928,7.4357,5.3902,3.1311,1.5083,3.9445,4.2065,2.0738,2.561,2.5194
199408,0.9646,1.4716,3.7861,2.2711,2.3475,2.8998,4.9784,4.4194,1.8438,4.0734,3.3466,4.4908,3.6213,3.9333,3.5835,6.0227,3.936,4.1173,5.0352,6.0832,6.1422,4.1976,5.2816,4.0514,5.4331,4.5156,7.7145,2.8958,2.3535,8.0891,12.0754,5.1699,4.764,6.9616,4.3604,4.5216,3.904,8.6272,6.8792,6.0706,7.6425,5.6324,7.6533,6.1943,5.8588,7.0475,5.6872,8.0073,7.869,7.1623,5.8689,9.1115,3.7324,3.8918,1.516,3.3444,7.9713,4.1299,5.5138,5.391,4.8316,7.5532,4.2789,5.4882,8.513,5.5133,3.4995,4.8708,4.4176,5.0315,9.9423,5.2655,5.431,2.555,1.6797,4.9482,6.106,4.1781,4.3376,4.643,8.3865,2.2955,1.2157,2.3716,9.9408,2.9837,5.7975,3.8436,4.8434,5.9565,2.9771,2.8378,1.9656,5.3945,4.328,1.4666,1.1945,2.345,2.5605,7.6153
199409,1.1665,3.1166,0.9628,3.2814,1.5816,0.7355,2.9649,2.3192,0.3675,-0.1446,0.2866,-0.8102,1.0382,3.049,1.7677,2.3121,-0.7844,1.969,1.6816,1.2296,-0.3307,0.2125,1.5445,2.4298,2.3945,0.6324,-1.8018,-2.0418,1.3089,3.7531,-7.0735,-2.8522,1.0811,2.829,-2.4194,-0.4018,-0.8765,1.4421,-0.6411,-1.7154,-1.9063,-0.4919,-1.2473,-0.8826,-2.4299,1.0443,-1.8475,-3.3386,0.8225,3.724,1.2881,0.51,-4.0554,-6.7087,-1.5857,-0.2971,0.478,-0.5331,0.4839,0.2734,-1.7559,-0.6974,-0.7876,-2.6068,-1.347,-2.7719,-2.9866,-1.8102,-1.5194,-1.5672,-1.6811,-3.0519,-0.7173,-2.2191,-2.5554,-2.413,-2.7439,-2.9047,-1.8119,-2.5658,1.2272,-2.1486,-6.0726,-1.2214,-2.7307,-3.8005,-3.8387,-2.843,-4.6345,-3.5142,-4.3288,-3.9179,-2.6807,-0.3564,-3.8084,-3.4401,-3.5692,-3.6991,-2.8252,-0.374
199410,-0.884,1.317,1.3511,2.3092,0.7446,-0.1783,1.8086,-0.4203,-0.8216,2.8158,-2.7213,-0.2923,-0.4613,3.0307,-0.3166,0.6433,1.5784,-1.8715,0.2308,2.3833,-2.5359,0.2456,1.6079,-2.1496,-2.8917,-0.4306,0.0237,2.2959,2.6182,0.106,-0.1936,-1.6196,0.057,0.6701,3.685,2.9814,-1.0803,-0.2587,-1.7486,-3.905,-7.5043,1.3266,-2.0138,0.406,0.5434,-1.6271,-0.163,-0.0165,-2.1828,2.7687,1.3188,2.4212,0.0471,2.577,-0.0174,0.3675,3.5697,1.062,1.9509,3.0572,-3.6899,-1.6109,0.5031,1.365,1.2766,-2.2295,0.2443,-1.0778,1.343,3.86,-0.5961,-2.9087,-2.8141,0.7285,1.5128,0.0213,2.7714,0.032,1.0078,-1.2153,2.455,-3.0698,-0.7977,1.3482,2.2762,2.9874,3.0366,1.3672,2.3841,1.1261,2.7965,3.96,5.931,1.5989,5.9498,2.7501,2.102,1.3516,2.1405,2.6781
199411,-5.2382,-3.9347,-2.417,-2.0539,-2.7454,-1.3082,-3.8035,-4.2995,-2.8994,-2.4733,-3.833,-4.3408,-3.6805,-1.1234,-3.4927,-3.6174,-2.7753,-5.2847,-1.9187,-5.1269,-3.7297,-2.0616,-3.2906,-4.3383,-3.2932,-4.5496,-5.0877,-4.3695,-5.3939,-1.9476,-6.8673,-3.5446,-5.1849,-2.6477,-3.6967,-2.3087,-3.1065,-4.0576,-5.2507,-1.8837,-7.3714,-4.415,-5.1326,-0.5976,-4.0997,-3.2325,-5.0384,-3.6412,-5.4035,-3.2078,-4.3408,-6.7591,-6.783,-6.1652,-5.651,-3.7402,-6.4529,-3.4561,-5.2971,-7.9162,-7.727,-6.7311,-5.6908,-6.6466,-4.5059,-2.5928,-3.9328,-6.2104,-4.1468,-7.5182,-2.9506,-5.4132,-5.5265,-2.1975,-3.9349,-2.5041,-1.1586,-4.544,-3.4758,-5.4932,-4.2256,-1.4653,-0.9515,-5.9663,-6.1121,-4.7114,-3.5461,-3.663,-2.8981,-6.9181,-5.2665,-3.0876,-4.1626,-5.8112,-2.9388,-3.5637,-5.4577,-3.0704,-3.7802,-1.4148
199412,-4.7436,-0.4551,-1.2518,-2.7034,0.3434,-1.9173,-2.9209,-1.8476,-2.723,-1.3564,-0.9656,-1.1578,-0.0417,0.6122,0.1223,0.8184,0.7342,0.8653,1.0511,-3.0678,-2.9244,1.4011,0.4182,2.6203,2.6213,3.2369,1.9217,2.1798,3.4307,3.6084,-4.9418,4.7825,7.2395,3.3646,5.4864,-1.919,4.6641,1.156,1.1956,0.8956,1.1275,2.7182,0.4214,6.2932,1.3634,3.6532,2.632,5.7098,0.0494,4.8482,3.2288,1.3806,1.3919,3.1017,2.8772,1.1992,3.0779,-0.1821,2.4646,3.7622,3.0641,1.6662,3.6415,4.0645,-0.7664,0.0668,1.0835,1.3679,0.2875,-0.3802,-2.2095,2.2766,1.1794,0.1537,0.9568,2.812,-0.8496,1.6748,0.8885,0.8765,-1.2284,0.6611,0.2119,0.7503,1.6891,0.997,-0.1515,-0.1131,0.2663,0.6475,4.0039,0.4883,2.447,5.6963,-0.8716,1.0292,3.3005,-0.1053,0.9173,0.2072
199501,3.3892,2.6932,2.5465,3.4942,2.332,2.5155,6.9289,4.53,2.4553,1.8876,0.0425,3.527,1.0545,0.3366,1.7491,2.0468,1.0848,2.6203,-0.6121,1.3418,0.0857,-1.84,1.7957,-0.3824,-0.9518,-3.068,-0.4576,-1.607,1.3049,-1.7997,-2.5624,-2.0895,-3.5823,0.246,-1.2145,-4.1,-1.8636,-1.654,5.8324,2.0882,-1.7972,-4.5552,-2.0648,-4.4369,-1.7216,-1.7059,-1.2653,-2.8453,0.0996,-4.7109,-1.6242,-0.4005,0.5205,-2.7574,0.358,0.744,-0.4905,-0.1058,1.9858,0.7332,-6.7531,0.9236,0.3808,-0.2632,-1.1477,0.9128,2.4169,3.2769,3.8978,1.8036,7.1305,-2.2035,0.1281,0.286,4.1393,2.4537,0.9004,0.0239,0.9146,2.5413,-1.2127,3.6876,2.8943,3.8824,0.3474,2.5191,4.59,4.3865,2.1316,2.2179,0.3965,7.3915,3.252,-2.0446,-2.0687,0.8925,1.6783,3.6711,4.1415,3.3987
199502,1.2281,2.0436,1.7129,2.1492,1.9964,2.9801,3.4612,4.9688,3.0523,2.7602,1.3373,2.603,6.6253,4.0242,2.001,2.4249,2.6818,3.6971,2.1512,5.0949,5.7658,3.7445,3.1707,4.2926,3.6278,5.9142,3.9363,1.2539,0.5829,2.5063,1.8681,2.1395,1.2863,4.1505,5.6432,3.9198,4.7806,3.922,4.8233,4.0375,4.4931,3.5318,2.8107,6.0755,5.8404,4.6121,4.4291,4.4943,1.9835,3.2668,6.2025,6.1414,4.3499,3.6452,3.0035,4.7918,7.889,3.7423,7.8475,4.7704,8.9224,2.5312,4.1822,4.7607,2.454,3.9698,6.94,6.5204,4.853,4.0578,-0.0625,6.1527,4.8436,3.3077,3.3862,1.4881,6.0704,6.0908,2.306,5.3208,3.894,3.5592,3.0785,3.2331,7.9963,5.6668,5.1227,3.8525,7.9568,5.038,4.8101,2.3132,0.7808,4.7186,0.1318,4.3798,3.6569,3.2759,2.1845,3.7494
199503,1.7056,3.6032,1.0902,0.8618,0.699,2.2001,4.0968,3.5688,1.581,0.9042,0.2577,0.3998,-0.0104,-1.7583,1.6027,0.5599,1.7405,-1.202,1.7475,4.121,4.7346,4.1493,6.9506,3.0999,2.2731,1.1108,3.4873,3.9544,2.2912,2.9598,3.1951,1.0572,3.4641,0.7408,1.0998,-1.2607,1.3931,1.0843,0.1205,4.3324,6.2223,1.4915,2.6185,2.25,1.6221,2.9974,1.1083,0.8377,1.7869,0.6441,2.0636,3.3763,5.3472,3.008,0.0382,2.3942,1.9222,1.5557,0.2444,0.7714,-1.08,2.98,4.4964,3.1704,4.2664,0.334,2.0757,1.9987,3.8935,5.0692,-0.7174,1.7641,2.3576,0.6981,1.7556,3.7936,3.5458,0.9693,1.8733,3.9828,6.9781,0.1101,0.3857,2.9061,5.0399,1.9061,2.91,1.8669,3.5039,5.384,-0.06,3.7828,2.2031,7.4941,-1.5824,3.5911,1.4341,2.892,2.1375,1.8641
199504,3.1158,4.4227,3.5288,2.7411,3.855,4.0196,1.3508,3.5645,3.6496,0.5671,0.8452,2.3105,3.594,4.1066,2.024,2.1661,0.9836,5.5296,2.3063,3.5354,0.3274,2.5223,4.3505,1.1898,3.4878,2.5214,1.3204,3.0942,5.0821,1.3272,4.2311,1.8266,1.7198,2.3044,1.7527,0.5006,0.1163,-0.7644,1.7741,-0.6128,0.2143,3.58,2.489,4.1386,1.738,1.7882,6.3269,0.3391,-0.1213,-2.3977,-1.254,4.1267,1.8477,0.7369,1.8222,0.2185,-0.0469,0.1817,0.846,2.5507,-2.9241,2.7533,4.9764,4.1556,3.4509,-0.1064,4.1474,0.2902,5.0688,-0.2531,2.7085,-0.5725,-0.5662,2.5186,3.9567,2.5818,-1.426,-1.1287,-0.7591,3.0697,11.2037,4.4239,0.0895,-0.3576,1.6067,2.2299,-0.3518,0.9798,1.4874,2.0219,-1.9356,1.6461,1.4466,6.0381,-2.3442,3.4257,3.3124,1.4657,3.233,4.8843
199505,3.214,3.384,1.7539,0.8489,2.4854,3.1635,0.5552,0.473,0.5838,2.5084,2.3012,1.0458,4.7501,0.755,2.1795,0.3252,0.404,0.6564,2.706,2.2463,1.1145,0.8113,1.7982,1.7819,5.916,1.304,2.8985,3.5366,3.745,0.6344,4.7304,0.1418,-1.1073,1.2427,-1.5102,2.4145,1.7709,0.836,-0.7983,2.1542,0.6068,0.5886,3.3853,-4.311,1.2634,-1.5916,2.6058,1.4417,4.2954,1.8241,1.9682,1.8692,0.8028,3.3792,2.5996,1.2143,4.4395,2.1178,1.6351,1.8319,0.7577,0.4713,1.2157,-1.0271,1.0673,6.0456,1.257,2.4324,3.0357,3.5029,-2.9467,0.5723,0.4487,0.2151,4.8344,2.4452,3.8655,3.2796,3.7069,3.4189,-2.1078,6.3009,3.2942,4.2015,2.6813,5.2584,5.1564,2.9793,2.2691,1.9341,4.6926,3.4307,4.4456,2.5872,3.1584,3.1147,2.9473,5.2252,2.0634,5.7336
199506,9.7067,8.8444,5.1462,6.5259,6.4656,4.4472,7.5415,6.6127,4.2398,7.4381,8.5552,4.2992,4.6803,5.6216,2.1687,7.8494,3.1621,3.2882,4.4179,6.6341,8.8756,4.8454,6.4585,8.5686,3.4897,3.4972,3.621,5.3957,7.9327,7.0949,10.2311,2.5367,4.7034,6.4612,7.959,5.5354,3.1565,7.1378,2.7082,6.5245,3.0301,4.113,5.7205,5.1312,4.9676,3.2411,6.8557,4.5883,-0.0422,5.2056,6.5226,4.6131,3.3355,4.3342,4.6051,1.3725,5.8295,-1.0855,4.9524,6.1855,7.5279,6.4463,3.2059,6.827,4.837,5.8144,3.5654,0.3236,8.7856,6.3874,6.265,3.2747,6.3169,4.9858,-0.3493,1.4301,7.5544,1.8533,3.9304,2.2764,1.5033,1.5486,-0.132,0.8675,4.0439,-0.2245,1.8542,1.8623,5.0103,3.7122,4.4514,2.7326,-0.9278,2.5807,4.9507,2.002,-1.1427,2.1005,2.9604,3.1469
199507,4.7899,3.5564,4.326,5.4467,5.5996,3.1125,4.9449,7.4103,6.0689,9.2813,7.3565,5.9559,7.0043,5.2701,6.4498,6.7071,5.7392,4.6281,7.5181,8.0611,5.6326,6.6828,2.7492,2.8341,5.7515,7.4358,6.3083,8.2906,5.6917,9.0254,4.7772,4.6202,5.523,9.0185,6.1485,7.3983,6.0844,7.3896,9.424,9.1921,6.3,5.2786,7.6692,6.3195,4.0289,9.0638,5.0242,4.4576,5.6606,6.5329,5.8302,6.7596,7.4286,5.9814,6.9596,3.5786,4.0703,3.9017,4.1293,9.2347,11.2513,4.4662,4.1517,3.9372,2.87,5.0135,4.9222,5.5431,9.9727,8.7475,6.5245,2.6492,8.2332,2.522,1.9276,4.5858,8.3844,5.5311,2.2231,4.0885,-1.4245,4.2086,3.8339,2.3711,2.0573,4.0588,4.76,3.1307,3.6173,4.5254,5.5231,3.473,0.8816,4.0563,5.0633,4.3126,1.24,3.6023,3.0592,2.3167
199508,7.3639,3.329,2.9799,0.6518,4.5554,3.2318,2.4789,2.0336,4.3152,3.2502,6.4786,2.8262,4.9541,0.9239,3.1273,2.4017,5.1628,3.7628,-0.6832,4.4211,4.41,1.8172,0.9818,0.7231,0.5077,2.3762,0.3368,-0.3439,2.9923,0.8214,2.2911,0.8392,3.2387,0.7487,0.7823,3.1971,1.6684,0.8017,3.2767,2.6464,1.8912,1.6679,1.7481,4.8815,1.05,0.104,4.3233,3.0166,3.6594,2.1993,0.1436,-1.3479,1.8782,1.0078,2.201,2.0943,1.2362,0.9663,1.0895,-1.8582,3.2311,0.9377,0.0178,-0.0199,-2.1868,1.7736,2.0551,0.6871,2.137,-1.25,4.6074,0.0976,2.5522,2.4885,2.2037,-0.7703,0.7108,1.8378,1.7023,1.9625,5.8566,5.5778,2.1706,1.6027,-0.8626,0.4391,2.0455,0.4503,2.5161,3.4505,2.4924,5.508,0.4971,-3.0253,-3.5899,-1.0663,0.2409,-1.7243,1.4763,1.1201
199509,2.7059,1.3111,2.8361,2.2969,1.1864,3.3326,1.713,2.6691,3.8609,0.6816,4.6386,2.2141,3.3028,2.7657,1.9382,2.6883,-1.5049,2.2128,2.2595,2.2697,2.6899,2.6314,2.5684,0.1608,1.2763,-1.8202,-0.7864,2.2413,3.1225,1.1534,1.0391,2.2959,2.362,3.6545,2.4782,0.2789,1.5012,0.0831,4.0628,2.3517,1.8417,-0.435,2.352,-0.3644,0.5921,1.809,2.9724,2.0727,4.4674,1.0973,0.9095,1.4513,2.3594,0.6297,3.0588,2.8558,2.1959,1.259,2.0247,-1.2417,1.4711,-0.3335,0.362,3.7403,2.6698,3.4183,3.3743,1.5994,7.4144,0.7172,3.6957,1.0471,0.2862,2.0935,1.405,3.4639,4.2412,0.2337,2.776,3.0788,6.3901,1.2901,1.1952,-0.2564,5.0115,2.1307,3.9158,0.9257,3.3845,3.4006,4.8691,1.7595,2.8733,6.2817,0.2648,2.6842,4.671,5.6384,6.9785,5.2612
199510,-7.712,-3.9941,-2.6242,-3.7539,-3.4674,-2.0766,-3.743,-2.7427,-3.7611,-7.5028,-5.5763,-6.1564,-3.5598,-4.2471,-2.6726,-3.7444,-2.357,-4.5274,-1.9677,-4.7546,-8.3025,-8.2185,-6.7688,-5.4086,-6.4381,-7.2237,-0.9393,-3.1305,-4.4418,-4.6656,-6.8606,-3.9973,-8.0163,-7.7718,-6.8486,-3.2388,-6.1301,-3.7337,-5.3051,-6.0605,-6.2784,-3.792,-5.1457,-2.095,-6.9111,-1.7926,-3.8681,-2.4442,-4.0821,-4.0481,-1.7986,2.0954,-2.8672,-3.5291,-2.2281,-4.2042,-1.1338,-3.0917,-2.5017,-1.516,1.468,-1.0717,0.5539,2.3397,-5.3633,-4.6959,0.4062,-0.949,0.0679,-2.5508,-5.678,-4.7105,-6.3392,-0.7914,-5.5443,-1.9222,-2.4904,-2.4324,-0.6537,-5.1323,2.2768,-3.7028,-4.6192,-1.5912,-1.2577,-2.0832,-3.9418,-1.257,-2.565,-0.3089,-0.2279,-3.5949,-0.0588,-5.6313,0.4182,-2.1997,0.6355,-1.1248,0.81,2.8603
199511,-1.4,1.4261,1.8915,1.1295,2.2448,3.0281,-0.1181,0.7216,2.1466,3.5915,1.0201,2.7204,4.9444,3.6746,1.0315,2.7699,3.0523,2.9251,3.6725,1.1065,4.4423,10.6177,1.1603,4.2522,2.9733,3.5098,7.8806,6.9419,0.1604,1.3981,7.2503,7.3835,4.6999,1.8911,3.2287,5.9995,3.2522,4.2979,4.2809,7.6275,6.2417,5.4333,4.7855,4.2927,3.4926,0.0807,-0.7002,3.9573,4.5168,7.074,9.7214,12.0232,4.6715,8.0768,2.7997,4.4008,0.5072,7.1796,2.4646,7.9443,2.3935,4.6063,3.5489,6.5615,5.8335,4.011,4.2039,3.8177,2.7542,7.722,1.2456,4.0107,-0.296,4.6274,6.0203,5.736,6.0799,4.2176,1.7455,4.9272,1.4509,5.5074,5.8542,6.895,2.2632,4.3277,3.6537,6.1389,4.4965,4.8095,5.5094,5.4457,9.0187,9.3614,3.7888,3.0825,3.5738,5.1887,2.6586,2.5431
199512,1.6183,0.0489,-0.7084,0.6411,0.4611,-0.0347,-0.1235,2.1429,1.808,-2.5116,5.5073,0.7527,4.1141,3.49,-0.6831,-0.7766,2.5548,1.3987,2.1278,1.6938,3.5859,4.3442,3.034,0.894,2.072,0.0984,4.6836,3.2882,2.8762,1.0151,8.3234,2.3834,6.0418,-3.4604,1.2217,5.255,1.5774,1.9558,-1.6131,5.0866,3.3109,2.3484,7.3889,2.3656,0.3622,-2.6052,-1.2978,-0.2075,0.7849,0.1537,16.0413,5.6501,2.0382,2.5483,3.8093,0.5431,0.4421,0.9947,1.2891,0.8377,-1.8058,-0.5263,-2.8944,2.2031,1.0906,1.0501,-0.7389,-0.4402,1.3252,1.9072,4.7406,-3.3226,-3.3665,1.4066,1.4911,-1.1709,-0.8543,-1.3737,1.2487,-1.4596,-2.4315,-0.5665,3.3804,0.1805,3.4054,1.2426,1.0583,0.6014,-0.3103,-1.6337,0.1748,0.1118,4.8826,3.4817,2.1396,1.0623,4.7771,2.2625,1.3947,-0.1784
199601,5.5975,3.0919,1.0393,2.7605,0.471,0.5597,1.4481,0.7411,-0.1928,-3.6849,1.5261,-1.4437,0.1639,-0.3341,-2.7459,0.4313,-0.8792,-0.1131,-0.4007,2.09,2.7264,-0.1417,-0.4731,0.71,-3.8123,0.2147,-4.0061,-3.9641,-3.8258,2.8772,1.0844,0.5903,-0.0346,2.0435,-1.5883,-0.8084,-3.6963,-0.5811,-4.0321,3.3198,0.806,0.7255,1.3803,1.3789,0.9537,0.8545,-0.5995,-1.7193,-2.6427,4.1434,0.2548,-3.9819,0.8929,-3.9787,1.3202,-0.7051,-1.7865,-4.0683,0.548,-1.0025,-0.5495,0.8871,0.754,0.5091,0.8795,1.0729,1.6504,-1.3031,0.7868,-0.1175,4.5846,3.7188,1.4441,-2.1355,4.1984,2.2893,4.1649,4.4219,3.0904,1.0715,3.1415,3.8395,5.6558,6.1546,2.7277,0.7055,1.8666,1.0364,2.8141,5.9138,1.3305,5.1083,2.965,2.4984,3.2972,6.1401,4.7589,2.6819,3.1472,3.6267
199602,4.2381,2.8395,3.0591,1.704,2.7743,1.5819,3.2162,1.8192,1.7208,3.434,2.7049,3.5729,3.4518,1.9789,2.9475,1.3914,2.7037,2.9032,4.6168,4.5892,0.5106,4.8512,3.7651,3.1792,2.2081,3.4883,3.7139,7.721,1.0512,3.3845,0.6138,3.9702,3.9588,6.6657,1.3195,3.028,5.7817,3.1054,0.7456,7.0489,2.1735,3.3729,5.5598,2.466,2.2874,5.7427,1.5458,4.2509,6.6909,4.107,-0.9335,1.339,0.9364,2.7064,0.8904,2.7066,6.2157,6.6703,3.9327,6.019,2.9973,1.2132,3.2274,4.7986,2.3511,1.5121,1.7149,3.9562,4.88,2.3156,-0.9674,-0.6674,1.728,3.2563,-2.3398,2.2128,5.3305,1.2751,-2.2556,5.7073,1.1126,-1.3621,3.1087,2.6302,0.7141,1.7505,1.4253,1.7523,3.9555,3.7823,4.6258,-1.4613,0.0919,1.4638,3.6512,-0.4904,0.4708,-0.7487,-1.444,3.3854
199603,1.696,4.4108,3.831,1.5881,3.1638,2.1883,3.8989,3.2317,5.8978,1.6407,-0.9911,1.6311,6.2881,4.1952,4.5236,2.391,4.5286,2.0033,4.5134,6.5851,-2.93,1.5155,0.7627,2.7244,2.5632,2.2692,-0.7841,5.6008,4.027,3.4614,5.799,4.4529,2.3391,-0.7225,1.5264,0.7596,3.6237,2.6944,-2.3532,5.5294,-0.0199,-2.667,5.5353,2.2867,3.1129,3.3299,3.7644,1.7909,4.0918,3.7843,3.7464,-0.9835,1.443,2.4221,1.7631,1.9728,-1.3338,8.7526,2.1186,4.4772,0.8724,-0.0569,1.407,5.9576,1.6707,4.1892,0.8781,1.7263,0.3739,8.408,-4.1819,4.5261,2.8649,1.2971,-0.0671,-2.2094,-0.7678,-0.2483,-0.8736,4.211,-3.3418,1.1392,2.8861,3.8854,2.1213,-0.6483,2.3428,2.5879,1.2265,-4.0249,-4.4922,0.8121,-0.2614,3.596,1.1461,2.62,2.0768,1.58,0.3857,-1.2498
199604,8.2381,6.2526,8.234,7.0925,7.1879,3.3044,7.0898,10.6063,5.3668,7.1777,8.9196,7.1964,10.2218,5.6075,7.4921,5.6725,8.659,7.7137,3.2253,10.0516,7.0271,14.0207,5.3066,3.6572,6.5924,4.9573,4.7965,7.8593,9.1105,8.1252,13.0698,4.7139,7.4314,3.898,2.9138,5.3721,3.775,5.3042,4.2092,10.5467,4.0729,0.8634,5.7201,5.6073,3.3094,4.3848,2.0941,4.7904,4.8582,3.7298,4.7566,7.4403,0.8936,3.4688,0.9953,2.801,3.5283,2.3359,3.2107,5.9144,5.3268,0.1918,5.0673,5.2706,-0.3705,2.1839,2.9777,3.9135,4.4071,2.8139,7.0333,3.575,3.1745,3.0785,4.565,1.2297,5.4973,1.1327,4.5087,4.023,-4.9128,-1.0751,3.1336,3.5611,-1.0025,2.3537,0.9356,1.3554,2.579,3.8109,-1.1062,0.8768,-1.5996,0.1011,0.8219,-2.9884,1.5842,-0.0196,2.6176,2.393
