Date,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,ME1 OP5,ME1 OP6,ME1 OP7,ME1 OP8,ME1 OP9,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME2 OP6,ME2 OP7,ME2 OP8,ME2 OP9,ME2 OP10,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME3 OP6,ME3 OP7,ME3 OP8,ME3 OP9,ME3 OP10,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,ME4 OP6,ME4 OP7,ME4 OP8,ME4 OP9,ME4 OP10,ME5 OP1,ME5 OP2,ME5 OP3,ME5 OP4,ME5 OP5,ME5 OP6,ME5 OP7,ME5 OP8,ME5 OP9,ME5 OP10,ME6 OP1,ME6 OP2,ME6 OP3,ME6 OP4,ME6 OP5,ME6 OP6,ME6 OP7,ME6 OP8,ME6 OP9,ME6 OP10,ME7 OP1,ME7 OP2,ME7 OP3,ME7 OP4,ME7 OP5,ME7 OP6,ME7 OP7,ME7 OP8,ME7 OP9,ME7 OP10,ME8 OP1,ME8 OP2,ME8 OP3,ME8 OP4,ME8 OP5,ME8 OP6,ME8 OP7,ME8 OP8,ME8 OP9,ME8 OP10,ME9 OP1,ME9 OP2,ME9 OP3,ME9 OP4,ME9 OP5,ME9 OP6,ME9 OP7,ME9 OP8,ME9 OP9,ME9 OP10,BIG LoOP,ME10 OP2,ME10 OP3,ME10 OP4,ME10 OP5,ME10 OP6,ME10 OP7,ME10 OP8,ME10 OP9,BIG HiOP
197105,-7.9023,-5.0039,-8.1302,-5.0322,-7.5999,-5.201,-7.1165,-6.833,-5.7926,-7.4358,-5.7296,-9.4313,-4.5299,-5.7739,-4.5727,-6.8253,-5.4719,-4.4735,-3.5418,-3.6966,-3.9038,-2.6312,-4.4241,-7.7282,-4.0187,-5.8104,-6.5726,-4.1891,-8.1654,-3.8655,-11.5037,-8.2652,-3.3604,-7.6176,-4.2197,-3.1358,-5.7753,-3.0779,-1.4544,1.722,-6.1213,-1.3729,-2.5033,-7.3612,-3.8004,-4.005,-4.5737,-5.7111,-5.9971,-4.1816,-2.5897,-5.0899,-5.1125,-3.5024,-4.7578,-4.439,-0.7682,-5.2388,-2.0407,-5.7645,-5.0859,-0.8204,-4.931,-4.0261,-4.0099,-5.2059,-0.9993,-1.9114,0.4088,0.5199,-5.5165,0.0969,-5.9072,-3.6572,-6.3365,-5.1703,-4.42,-5.6124,-3.8843,-3.9839,-2.4162,-3.2127,-5.5979,-4.9681,-2.7288,-3.6245,-3.5416,-0.2293,-1.1325,-1.7798,-2.8218,-7.5139,-6.6465,-4.6617,-4.8025,-2.5383,-0.3619,-4.4646,-2.5063,-5.185
197106,-3.34,-3.7227,-3.1864,-2.0054,-3.7522,-3.7089,-1.2855,-3.857,-2.9058,-2.0649,-2.1725,-4.2367,-0.6729,-3.6221,-0.0195,-1.5748,-0.3453,-2.9374,-3.2672,5.2024,-7.5794,-1.8276,-3.8375,0.3814,-1.6754,0.4526,0.8545,-1.7829,-0.9338,-4.2105,1.6422,-3.2833,4.2797,0.1175,-2.3642,-4.2497,0.0061,-3.0503,8.4612,6.828,-2.9381,-2.9911,-1.7227,-0.1783,-1.4629,-2.061,-5.0013,-0.3558,-3.1475,2.285,-2.3535,-1.858,-1.4853,-1.9081,-3.8598,-0.5444,-0.5849,5.0643,-3.3747,-0.9085,1.1095,-5.0585,1.1799,0.186,3.2212,1.1882,-2.0408,0.5411,0.0342,0.4876,-3.2043,4.543,-1.1049,-1.2731,0.2429,1.6612,1.1994,-0.7909,1.9039,1.9181,3.342,-5.4238,-3.5312,2.7175,-1.5477,-0.0654,1.4757,-2.1307,5.1336,0.7142,-3.9157,-0.3947,2.8059,-0.8783,0.5694,2.8504,2.7636,1.9771,-1.1453,-0.9948
197107,-7.3318,-7.3545,-6.9923,-4.6164,-5.8567,-6.707,-6.6099,-8.2842,-8.0837,-9.3297,-7.8729,-8.5542,-4.4737,-3.0557,-4.9779,-6.7128,-4.7291,-7.2309,-6.7011,-11.7259,-9.4032,-1.2291,-6.5524,-5.5876,-2.2744,-8.2344,-6.206,-5.549,-6.4632,-7.516,-5.6346,-7.2084,-5.5959,-4.8468,-3.1741,-2.2639,-6.473,-6.9419,-6.1528,-6.1212,-5.2744,-5.5026,-6.9697,-2.0248,-6.2552,-5.6835,-5.5649,-0.3872,-3.3382,-2.4445,-7.5079,-6.3244,-2.8255,-5.0152,-5.0292,-4.9865,-6.4051,-5.2045,-7.8835,-9.1438,-11.0706,-6.3235,-4.8123,-5.1601,-3.321,-5.4461,-2.6074,-1.6668,-2.289,-4.0691,-7.834,-5.8471,-3.856,-5.8812,-2.9524,-7.4013,-3.6284,-4.3521,-3.9448,-5.299,-10.2531,-1.4746,-3.269,-2.162,-2.5042,-4.7451,-2.0622,-6.1139,-3.8749,-4.5299,-4.0126,-3.2833,-4.8442,-3.4436,-3.8593,-3.6382,-4.6538,-1.7853,-4.1007,-5.0044
197108,3.1773,1.0705,4.8011,1.7115,3.4527,3.532,5.0492,1.7584,4.856,4.6656,6.8753,3.6696,4.698,3.8646,4.8259,4.1969,3.0624,4.4662,0.9072,8.4953,9.2702,7.0826,5.4936,7.4821,5.6515,4.6799,5.7563,4.4111,4.1888,5.0878,7.13,5.3472,0.5703,6.1748,5.8252,2.1737,5.6817,2.4646,3.2723,8.0903,1.4814,10.4062,4.5554,1.3886,0.9504,2.2201,4.4604,3.0741,2.3061,5.4352,11.118,9.1019,5.8499,4.393,3.1365,3.8832,3.924,5.5495,7.8999,9.9937,10.4681,3.0964,5.6866,-0.3121,4.1365,6.4715,4.1948,6.6411,10.3554,7.208,9.2814,4.8434,6.5673,3.5946,4.8576,1.8271,1.476,2.1192,2.8533,9.8161,7.7533,5.2084,4.6118,3.629,1.0147,0.9471,2.677,2.6819,3.8071,2.5614,11.1463,4.428,0.1213,2.9035,3.0569,-1.1938,7.0919,3.2781,6.8573,3.0303
197109,-2.8734,0.8611,-2.9245,0.4289,-0.2583,-1.9142,1.6279,-2.8639,4.589,4.8183,-1.9845,-1.0239,-1.41,0.9213,1.2451,-1.9809,-1.7369,0.0701,-1.6106,7.0579,-3.7225,-2.9297,-1.7699,-2.2303,-0.7888,1.3877,-0.9682,-3.5565,0.8203,-2.3943,-5.2152,-4.9928,-6.222,-1.6697,2.4018,-1.1859,0.5355,-1.6157,-2.0365,7.7928,-1.9057,-2.9898,-3.0022,0.0171,1.3454,1.036,0.5324,-2.19,0.5668,-1.5961,-1.6868,-2.3809,-3.6467,-2.1443,-2.2254,1.6578,0.3238,-0.5588,3.4746,2.2214,-7.3582,1.791,-3.9004,-0.7924,-1.7206,-1.5872,0.8045,-1.6939,4.3837,-1.5923,-4.8662,-1.1748,-2.8552,-0.4108,-2.7908,-0.6765,0.2316,0.0914,1.2413,4.1687,-3.8636,-0.3547,-0.5464,-0.4343,-1.3545,-0.769,-1.6271,-0.7134,-1.6924,-1.5868,-6.4652,-1.6653,-0.7226,-2.2268,-0.3169,-1.9295,-0.8945,0.065,1.1608,-0.2244
197110,-8.2868,-7.344,-6.3198,-6.7667,-5.4482,-6.4466,-6.3291,-6.3388,-6.8985,-9.3637,-7.8809,-9.3306,-6.5242,-5.6051,-5.8003,-6.0613,-2.9302,-4.7121,-5.7098,-6.2335,-8.1614,-9.8206,-7.0053,-3.9599,-3.3891,-4.0837,-0.4315,-3.6223,-7.2244,-9.7944,-5.3847,-4.0624,-6.5399,-3.4554,-5.3403,-1.6047,-1.4848,-6.9739,-5.0167,-4.1543,-13.7488,-5.1914,-3.2908,-1.2137,-4.9727,-5.4243,-3.3402,-8.4211,-3.7748,-4.0958,-13.8868,-7.1796,-2.5687,-4.5508,-4.5338,-4.5362,-5.9434,-6.0993,-7.0856,-9.2878,-4.0409,-7.182,-4.5053,-2.3481,-3.8334,-5.1099,-3.5504,-1.3653,-2.6392,-5.4833,-6.4792,-4.3764,-3.3046,-6.3914,-3.7168,-2.3387,-1.9294,-4.1587,-2.8787,-1.6371,-10.6553,-8.0732,-5.1209,-3.9529,-4.6893,-5.3889,-6.2414,-7.3492,-4.0076,-5.2933,0.995,-3.3764,-3.6813,-2.6963,-4.1411,-5.3523,-4.158,-3.6114,-3.7063,-1.6214
197111,-6.1992,-5.3231,-3.8403,-6.6717,-6.3274,-5.5679,-6.4485,-1.7044,-4.3917,-6.1532,-6.9713,-5.5672,-3.7367,-4.4362,-3.4094,-0.9883,-2.3588,-0.5053,2.1021,-5.7647,-5.0599,1.2611,-8.5452,-3.9937,-6.7314,-1.6427,-2.6545,-0.9881,-5.8644,-3.9245,-1.7576,-9.0001,-1.5596,-1.0195,0.1329,-1.9049,1.1257,4.8085,-2.3985,-2.9084,-3.3837,-4.2023,-0.3258,-6.2946,-1.7053,-4.0799,-0.0784,-0.9648,1.5874,-4.4162,-3.6059,-4.2265,-0.98,-1.5147,-3.5159,-1.317,-2.5716,-1.5057,-1.0211,-1.804,1.8395,-3.4042,-2.9223,1.1685,-3.1627,-0.466,-0.6175,-2.2254,1.1145,-0.9458,-5.9963,-4.6177,-5.2466,0.2316,-3.1999,-2.285,-4.1196,-1.5097,2.9855,1.8737,-4.3932,-2.8455,-2.2626,-0.1097,-1.7031,-3.0864,-5.3831,2.1374,-0.2298,-1.3123,2.4833,-2.0173,-0.2843,0.7271,-0.2585,-0.9566,0.4395,0.5382,2.2824,1.1106
197112,11.957,14.4579,10.3793,10.7235,13.136,16.0464,15.9441,13.1914,14.6563,13.4197,12.0719,15.1927,11.3519,10.8055,8.4528,18.799,9.7259,8.8083,16.1854,16.0139,18.5831,9.8253,15.786,11.6645,13.9463,9.218,12.0929,10.5212,14.981,18.4058,16.7662,12.0061,10.7009,13.0241,12.1606,10.0012,14.3844,12.2034,11.9834,7.9999,11.7631,10.4011,9.7179,11.7151,10.2998,11.0601,5.4453,12.4703,8.273,13.8956,13.4879,14.3671,11.8603,10.2976,8.4284,9.4425,11.0671,13.0892,10.3288,14.8877,7.8554,7.5376,13.4302,8.1456,8.7824,11.8053,11.5068,9.2755,14.3279,14.2014,11.3292,9.7067,13.3468,8.151,7.4338,7.5578,10.6301,7.9603,10.0108,11.8234,19.2415,11.8822,9.6064,7.3,9.0741,11.3013,9.2168,8.1076,11.4513,9.0102,2.5699,8.6601,8.9222,6.2439,6.8807,9.3069,6.9235,7.5966,9.7422,8.4404
197201,19.5807,14.101,18.4324,12.356,11.4304,13.8393,10.9058,14.5517,12.5913,5.4046,14.6374,10.1357,10.0276,11.1211,7.9158,9.7834,9.1564,8.8561,6.9854,17.845,6.7487,10.2564,13.3504,7.6022,4.8233,4.8188,3.5661,4.9151,7.4131,9.5139,15.7924,16.6953,6.562,6.1645,4.6677,2.8578,8.2,24.0154,5.8038,4.8973,14.3564,4.66,4.7135,6.2511,-0.8926,7.1415,2.1348,4.0577,5.3577,5.5928,17.0974,6.6119,3.7075,1.9751,2.7624,4.1858,3.6671,1.8273,6.3735,7.5895,12.868,5.5087,0.4151,2.3628,2.0253,4.8156,1.9226,3.2121,7.2315,6.282,4.1598,5.2812,1.9141,2.0318,2.8701,3.7421,-0.5758,1.4399,-0.3591,1.8672,2.5841,-0.3566,2.1991,3.7362,0.6432,1.0335,-2.1795,0.3479,5.4145,2.5168,1.2664,4.8096,-0.2297,-1.8203,-0.0471,-0.071,-0.4603,1.1795,1.8642,5.7258
197202,5.3806,6.2551,0.5082,3.7346,5.0094,6.4356,3.1235,3.2105,7.6336,2.4048,2.5892,6.5347,5.1719,3.5958,3.5036,4.9392,2.6938,0.5386,4.0162,0.9358,1.6382,4.148,2.9471,3.1122,2.2435,2.2123,4.3131,4.0706,3.7941,6.0865,13.4469,0.8947,4.8274,2.702,3.1036,5.6242,3.7471,-2.2201,3.6229,4.8823,3.128,0.3317,-0.041,-0.9337,-1.2514,1.4874,0.7592,3.4701,4.8911,6.9745,-0.5254,1.3976,1.4899,4.9121,1.4431,8.9445,5.0402,5.4141,4.2024,7.1537,1.5245,1.8136,1.3574,0.1106,-0.145,5.1428,3.1983,4.1178,5.9022,6.6456,1.0415,0.6071,3.8788,-0.7722,-0.1254,-1.4189,-0.0493,2.0042,5.9254,4.2777,3.6619,4.9854,2.27,1.099,-1.2914,3.3246,-0.2207,6.3541,5.2865,3.4751,-1.7904,-0.064,-1.0399,2.5252,1.3982,3.0145,-0.4064,5.4284,5.5625,2.5381
197203,-1.8219,1.4411,-1.5673,-0.4464,-0.2883,-2.674,0.6088,-0.6563,1.3558,-2.6096,-1.9586,-1.125,-1.0809,0.4592,-1.7964,-6.0209,0.5321,1.2225,0.4283,1.8565,1.3442,2.5798,1.6671,-0.7695,-2.122,1.3239,-2.2424,1.3321,1.1618,-3.9462,-4.7893,-1.0006,-3.3027,-2.3811,0.6713,2.0492,1.7312,0.3846,4.4889,0.9621,-3.0882,3.9771,6.1391,2.1275,-2.0394,-0.6821,-0.2028,2.4845,0.6582,-0.1544,-8.5763,0.7534,-0.1459,0.09,0.3607,-2.0813,3.4614,3.4361,6.7352,1.2431,-2.0757,-0.5802,-1.916,-1.7083,0.7686,0.4309,0.4891,1.7908,1.5479,4.7985,-0.2601,1.5372,1.8595,0.929,0.0008,2.0331,3.7512,-0.3315,0.78,-3.2995,-3.3463,-2.0005,0.3044,-0.7063,2.8486,-0.725,4.4844,-1.7917,-2.3367,-1.0428,10.528,-1.7959,-2.4274,-3.1613,2.0751,-5.416,3.908,2.8893,2.5169,1.7821
197204,-0.3785,2.5708,1.3067,0.7546,2.4074,-2.5662,1.485,0.531,0.8573,-2.4944,0.7493,-2.5496,0.8816,-0.6082,0.3219,-2.194,-0.023,-2.5621,2.5952,0.166,3.1738,-0.0036,3.7275,0.5181,3.6895,3.2857,0.9618,0.1382,-0.1238,2.6629,4.8081,-3.0049,0.9968,0.0568,-0.7814,-0.4337,3.7598,-2.0817,-0.2143,0.6199,-1.9339,-1.052,1.7418,-0.7314,2.6948,1.2048,-1.5429,-0.3736,2.719,0.8982,6.2254,-1.0028,-0.7559,-0.6808,0.1644,-2.8312,-1.5787,-2.5644,3.3893,2.8314,2.5109,2.3599,0.6666,0.613,0.2133,2.3149,-1.857,-1.3849,-0.7507,3.3834,2.9218,1.8516,1.6584,0.7637,-4.217,-1.9304,-1.2847,-3.1536,-0.0546,-2.4109,4.5208,2.9444,1.4479,2.8288,-1.4813,0.0032,-1.835,0.3889,2.6172,-0.8987,3.7371,-0.81,1.6238,-0.8917,-1.1868,-0.0616,2.2819,1.8514,1.0876,0.6279
197205,-4.2012,-3.413,-2.2089,-1.1362,-0.3948,-2.1682,-3.6163,-2.9016,-1.6573,-6.0037,-1.9424,-5.0125,-3.9222,-0.9138,-3.1898,-1.164,-0.9893,-3.4705,-2.0491,-0.5619,-3.8258,-3.3596,-8.5654,-4.3408,-3.381,-4.9366,-1.5943,-3.3848,-4.4806,-0.7133,5.2453,-3.4806,-4.6354,-1.3319,-2.297,0.0996,0.4945,-2.4181,1.678,0.0479,-5.1347,-2.4919,1.5677,-2.9835,-1.4801,-2.294,0.2945,-1.6803,-0.8787,-1.7683,0.7709,-3.7284,-3.3145,-2.0541,1.3899,-2.4365,0.7713,-0.4869,-0.0143,4.8639,12.9377,-3.2918,-0.8924,-2.8955,-1.5207,1.812,2.4183,-0.9635,9.5317,5.7373,-0.1461,-1.7707,-1.42,-1.6515,-2.2978,-2.0028,-0.1183,-1.684,1.05,0.8122,-3.2813,-0.1921,-0.2137,-0.0334,-2.9395,-0.9311,2.1821,1.1501,3.191,0.8392,-6.0098,-1.0898,2.6045,1.7482,-0.2184,4.6033,-1.7611,3.7683,4.6153,3.1539
197206,-4.9163,-2.2904,-1.8873,-5.2348,-5.3069,-5.742,-3.2493,-4.125,-6.6312,-5.5882,-3.8537,-5.6071,-2.4962,-0.0848,-2.4519,-4.2179,-1.0715,-1.0944,-2.4292,-6.1973,-3.7129,-1.8281,-0.501,-2.5809,-3.7543,-0.5206,-4.0927,-1.757,-2.3699,-3.2237,10.2388,1.2087,-2.5198,-0.3823,-4.3989,-3.0964,-6.7239,-2.4622,-2.8675,-2.5852,-6.7535,-5.3216,-5.2406,-2.7046,-6.6725,-2.8923,-5.0118,-2.4806,-2.4528,-2.5794,-6.5463,-4.0851,-3.8653,-4.9351,-2.4054,-3.7552,-2.1366,-2.5153,0.6312,1.3326,-7.4169,-4.7689,-6.8695,-0.9347,0.6191,-1.9401,-4.2919,-3.2825,-1.5744,-3.5687,-9.0689,-7.219,-6.9813,-4.4595,-7.2075,-2.4372,-3.2075,-0.7812,-2.8778,-4.547,-6.5654,-2.8034,-4.1347,-4.4247,-2.995,-4.9916,0.2967,-0.507,-4.8349,-2.6051,-6.4767,-2.7236,-1.9063,-1.3582,-3.1667,-3.1173,-2.3321,0.3482,0.3737,-0.4429
197207,-4.5975,-2.7218,-1.1787,-1.8772,-2.9889,-1.7641,-4.4354,-2.2037,-5.7683,-5.1506,-1.9083,-5.2023,-2.2536,-5.8392,-8.2314,-4.3253,-3.5019,-4.3762,-10.2148,-6.0456,-5.6253,-3.1379,0.2514,-3.2985,1.1484,-3.1886,-3.4657,-4.8283,-5.9907,-4.6285,-13.642,-2.2145,-4.8529,-2.7111,-2.4661,-2.3942,-5.9356,-7.0188,-3.8631,-7.5706,-2.1768,0.1638,1.0781,-1.1714,-2.9054,-3.909,-0.8395,-2.8415,-9.1557,-2.0142,-3.2743,-1.057,-4.3981,-3.1109,-2.2341,-1.3024,-2.4541,-1.1253,-4.1628,-2.6331,-4.3182,-7.2243,1.7183,-0.8396,0.0034,-4.8826,-2.0725,-4.7178,-4.628,-3.7833,-4.9563,-5.4401,2.2247,-0.4074,-0.218,-4.2061,-1.8678,-1.9928,-5.1823,-4.1628,-99.99,-4.7983,-0.1607,-2.9006,-1.515,-2.0657,-0.8011,-0.6283,-1.0017,-1.9525,-3.352,-5.6639,-3.3229,-0.2141,-0.901,0.1594,0.2807,1.8067,2.3599,1.8809
197208,-1.4607,1.5769,-0.3711,1.5464,0.8283,-0.3754,-0.24,-0.7194,2.2991,-1.7977,-1.1542,3.6532,-1.0436,-4.1236,-4.986,2.6093,-2.3934,1.0393,-2.687,0.7751,2.8385,0.8544,1.9481,5.962,-1.7602,3.9031,-4.7948,-0.1191,-1.5082,-2.2925,-4.5536,1.2575,-0.3842,-0.8616,2.9109,6.1235,-1.2737,-0.6216,-0.135,-0.3671,4.7751,6.6367,0.8441,0.7595,-1.9203,6.3713,2.5961,3.359,0.6753,1.1293,7.7542,-1.2111,2.6814,3.502,1.7585,2.6549,2.7024,2.1901,1.5017,-2.2905,11.1814,5.7571,2.8168,-0.3718,3.0789,-2.2005,1.1946,2.4346,1.3164,1.9301,8.2657,3.0204,-0.3845,2.5469,2.0878,1.9866,5.3819,3.8441,3.3258,1.566,-99.99,6.5241,4.9416,1.9932,3.6481,5.2229,4.9201,3.9749,3.0216,3.0914,4.2538,6.7867,5.3893,11.6371,2.7624,5.0428,8.9314,4.507,-0.4023,2.017
197209,-5.3891,-5.879,-4.2505,-4.523,-4.2627,-3.7417,-3.0309,-4.2294,-5.759,-5.688,-3.954,-4.1715,-5.497,-2.9403,-8.6284,-3.8597,-3.4658,-3.1775,-3.2218,-6.3173,-4.7845,-3.5352,-6.5712,-2.567,-2.7578,-2.2192,-3.1255,-1.7219,-4.8832,-2.375,-7.8399,-4.9423,0.5408,-2.7219,-2.1766,-4.3014,-4.7186,-2.6189,-3.6281,-0.4205,-3.0359,-2.3554,-3.9017,-1.6961,1.5841,-4.053,-2.6921,-0.0739,-2.6826,-1.2864,-3.8516,-4.4711,-4.978,-1.6451,-1.2263,-1.2469,-1.2287,-0.801,-5.2031,-1.9745,-5.732,-7.2887,-5.2632,-0.5009,-3.138,-1.2809,-2.3397,-2.9156,-7.3622,-3.0891,-4.5841,-3.2243,0.6611,-3.9966,-3.192,0.0488,-0.0997,-0.632,-2.3989,-0.0996,-99.99,-2.4884,-1.2575,-1.3793,-4.2324,-5.3393,-0.3787,-1.601,-2.7795,-0.5766,-3.3467,-3.3647,0.3856,0.2644,2.2875,-0.572,-0.3387,-0.5018,0.8484,-0.5165
197210,-5.4089,-3.5777,-2.9815,-2.2733,-2.3987,-1.7437,-2.2138,-3.2173,-2.7396,-3.9052,-5.7385,2.3869,-3.0404,-0.0628,-1.553,-1.3232,-3.009,-1.1032,-2.6018,-2.8553,-4.147,-0.526,1.2939,-3.4715,1.0385,-0.9937,-1.2214,0.8236,-4.728,-1.477,7.8007,-3.9537,0.6631,5.1662,-4.4701,-2.8493,2.3238,-0.7755,0.7303,-2.3155,-3.8542,4.4151,-0.3622,2.2079,-1.1209,-1.583,-1.7473,0.2108,-1.8452,-4.344,-1.4673,-3.5379,-3.1989,-0.6947,-0.3381,2.769,-0.7033,2.7983,1.4618,-2.9358,2.2154,-1.3194,-2.2739,-3.3281,0.8886,2.5053,-0.4224,-0.6869,-0.5423,-2.479,-1.0531,2.5528,-1.6118,-0.1101,1.7894,0.8862,0.6023,2.477,1.9476,-3.2558,-99.99,0.8172,0.4126,2.1502,-0.7634,6.1492,1.6201,0.9689,-1.8291,0.5393,-0.5528,1.849,1.7927,4.0761,3.4202,1.2569,-0.1175,2.6624,2.535,-1.3495
197211,3.1302,5.4364,4.061,3.1051,3.7874,6.6728,4.838,3.7598,4.0432,4.1414,6.9345,4.7839,8.6609,0.4856,4.0731,4.7119,2.4664,4.2867,2.83,6.4868,7.8241,6.2486,4.003,9.0343,5.1273,6.552,1.5492,6.9496,6.1739,5.5742,3.9405,6.2758,5.2671,10.7672,3.2302,2.1287,5.123,5.6774,3.4232,7.4728,3.8415,5.0548,4.0067,4.8286,6.7445,6.5929,5.635,5.6378,9.3617,5.1054,4.6405,5.7387,6.6536,1.99,4.2863,5.1191,3.9715,3.3631,7.7928,4.4638,12.6809,11.5965,2.3125,5.7843,9.5366,11.0558,8.6554,7.1896,6.1923,6.3363,8.7818,8.6719,9.4829,8.4618,6.95,5.7184,5.7881,6.9588,7.5227,5.2282,-99.99,7.4774,8.3949,8.3943,6.4309,3.8757,4.0351,5.1426,3.3505,5.8279,-1.189,10.6082,5.5416,6.7947,4.6951,5.9563,6.6514,3.1243,2.1089,1.6069
197212,-4.1143,-1.4839,-3.4094,-2.2844,-1.4968,-1.7273,-2.6606,-4.3386,-2.0121,-5.4189,0.6873,0.0995,-4.1319,1.9125,-4.8118,-1.1913,0.0064,-4.2499,-3.6659,-1.2559,-0.5901,-4.5099,-3.1778,-4.7707,-4.1592,-1.3649,-2.3452,1.351,-4.1906,-3.4683,-6.8124,-2.7933,-6.384,1.5377,-1.4218,-0.5641,-2.1576,2.8018,-0.1971,-2.558,-2.7288,2.0938,-0.5215,-0.1819,-3.0454,2.8818,-2.0472,0.7763,-1.6053,1.0142,0.7368,-2.468,-1.8554,-2.1619,-2.502,0.0428,-0.8993,0.7871,-2.647,1.6914,-6.2642,1.7603,-2.9304,-0.9382,-1.9178,-0.96,-2.8094,-2.5009,-1.4359,2.8466,-4.8317,-2.3494,-0.5083,-4.1068,-0.9119,-1.23,0.5251,0.1077,0.8243,-0.5194,-99.99,-3.137,-3.3726,-0.8618,-2.5631,-0.6781,-0.4823,1.513,0.5812,-1.5398,-3.8292,-3.6959,0.4043,0.2656,2.7054,2.6708,0.6364,2.856,3.7254,2.3681
197301,-0.5322,-1.7451,-2.9259,-4.1311,-2.0746,-5.1953,-2.3283,-4.7667,-4.6106,-3.7146,-3.2095,-3.5373,-3.0489,-3.7573,-6.9544,-2.4054,-5.457,-3.9296,-10.4231,-3.6486,-5.851,-7.4431,-6.1077,-0.389,-5.0535,-2.151,-4.2454,-5.8438,-8.1444,-5.3887,-6.3743,-4.6653,-6.7208,-8.7549,-5.2654,-5.4022,-14.1524,-7.6878,-7.9656,-6.0117,-7.7988,-8.888,-8.4289,-6.5708,-6.3082,-5.5024,-6.9022,-4.1257,-7.8991,-4.9588,0.2188,-5.0358,-8.7281,-4.543,-6.8183,-7.9768,-5.9773,-5.8041,-5.7353,-9.1073,-5.9686,-7.8475,-6.8361,-8.3293,-7.0552,-8.2687,-3.7261,-6.0699,-5.7524,-6.4776,-5.2278,-5.0243,-9.0139,-6.1637,-5.7649,-6.175,-4.9069,-5.6732,-3.4198,-5.2494,-99.99,-6.166,-3.907,-5.5782,-9.8746,-9.8314,-5.4639,-7.2009,-5.8587,-7.2412,-7.4183,-4.0988,0.2306,4.6978,-1.7674,-0.2948,-1.675,-0.175,-3.8495,1.5599
197302,-8.2698,-8.2198,-7.457,-7.8382,-10.0016,-7.059,-9.2432,-7.3185,-10.7092,-8.0351,-6.5195,-4.9624,-7.3313,-10.2422,-8.6035,-8.9408,-9.3462,-8.3397,-11.7653,-14.5786,-10.1209,-6.0147,-7.5331,-9.3142,-8.7131,-7.8657,-8.5151,-7.637,-8.9509,-13.7037,-5.7061,-4.9281,-6.2155,-5.1365,-8.8162,-6.2458,-8.7606,-8.6861,-9.4606,-12.238,-8.3534,-11.0861,-8.1779,-7.583,-6.5909,-5.8021,-7.7104,-10.2111,-8.2466,-11.9431,-4.5354,-5.8988,-6.7535,-8.969,-6.8188,-5.387,-8.1152,-8.8338,-8.1249,-11.4382,-0.7285,-7.2791,-5.9027,-7.5761,-6.4217,-6.5125,-7.6063,-5.0851,-5.2668,-11.1774,-0.844,-4.3078,-11.0237,-3.808,-4.3968,-5.5092,-8.2353,-4.4443,-9.0045,-8.2343,-99.99,-3.7721,-2.7895,-2.1551,-4.5789,-4.1837,-6.1255,-3.4219,-7.2074,-5.8356,-8.0327,-5.3033,-7.5305,-9.4254,-3.7942,-2.8562,-7.6346,-2.457,-3.1271,-2.2296
197303,-1.9914,-2.3511,1.9791,-2.9613,-3.3424,-4.0694,-4.9241,-2.2161,-3.2324,-4.5924,-2.489,-3.3673,-4.3793,-0.4492,-1.1743,-2.9992,-2.9059,-4.2646,-6.1848,-6.0127,-2.0855,-3.5833,-1.3577,-2.5375,-4.1669,-1.3254,-3.5262,-3.7113,-7.6558,2.0807,-2.3709,-0.2104,-2.5207,-1.0642,-1.0332,-3.8336,-0.7918,-2.7393,-1.6496,-5.7284,-5.2118,-1.2434,-1.3795,-2.6107,-4.6808,-3.1512,-4.9462,-5.0758,-6.6653,0.969,-2.0842,-5.0194,-4.2623,-2.3776,-2.0326,-2.5905,-3.3046,-1.2542,-1.3946,-7.0574,4.6796,-4.4477,-5.6682,-2.1565,-3.1324,-4.7525,-2.6656,-2.9533,-4.184,-1.0261,-0.3362,-1.0281,-2.1365,-4.3925,-2.7942,-2.0034,-4.4717,-0.6155,-4.1597,-3.8189,-99.99,1.6694,-1.9814,-4.1562,-2.1249,-2.4931,0.2351,-0.6927,-2.8464,-0.2679,0.7569,3.8631,0.653,6.3602,-1.827,-2.1784,4.7078,-0.7146,1.325,-0.6854
